id,year_birth,education,marital_status,income,sex,nationality,zipcode
8541,1990,2n Cycle,Married,24683,f,Greece,93240
10955,1964,Graduation,Widow,85620,m,France,90501
4368,1980,Graduation,Married,47850,f,Ireland,91875
9671,1968,Graduation,Married,19514,m,Portugal,94002
2256,1973,Master,Married,27159,m,Italy,99031
4279,1963,2n Cycle,Single,39548,f,Finland,98650
5371,1989,Graduation,Single,21474,f,Spain,92901
9240,1971,PhD,Single,60504,m,Spain,90830
9460,1963,Graduation,Married,22419,f,Denmark,98781
9504,1949,Master,Married,81698,f,Finland,98622
8692,1952,Graduation,Together,43462,f,Greece,90355
448,1978,PhD,Single,54880,f,Italy,99259
8314,1982,Graduation,Married,79908,m,Austria,95525
8420,1970,2n Cycle,Married,15315,f,Portugal,90763
3174,1959,Graduation,Together,87771,f,GreatBritain,95803
7685,1978,Graduation,Married,33039,f,Greece,97758
3179,1980,Graduation,Single,81741,m,Italy,94600
9780,1971,Master,Together,71499,m,France,96229
10681,1970,2n Cycle,Married,62466,m,Italy,96631
10232,1963,PhD,Divorced,48799,f,Poland,96495
4184,1950,PhD,Together,52157,m,Hungary,95056
9120,1962,Graduation,Single,66565,m,Spain,99758
891,1951,Master,Together,29298,f,GreatBritain,99965
10381,1979,Graduation,Single,47691,m,Portugal,95397
3525,1970,Graduation,Together,38200,f,Portugal,93571
6818,1974,Graduation,Married,44989,m,Finland,95847
3526,1968,PhD,Married,38443,m,Poland,95006
8181,1978,2n Cycle,Single,38593,f,Italy,95268
1029,1970,PhD,Together,64413,f,Germany,96342
7369,1981,Master,Married,36959,f,Austria,93075
2574,1977,PhD,Married,61996,f,Germany,98067
8159,1968,Graduation,Married,51287,m,Austria,97437
1160,1970,Graduation,Married,13260,f,Italy,94675
10242,1966,PhD,Together,47472,m,Poland,90625
5253,1956,Master,Together,54603,f,Germany,95098
5966,1974,PhD,Married,45207,f,Greece,94966
5314,1951,Graduation,Together,40689,f,Greece,94069
5081,1967,2n Cycle,Together,47821,f,Denmark,94323
5123,1951,Master,Married,27450,f,Greece,92478
5756,1983,Graduation,Together,39453,m,Greece,95499
8036,1971,2n Cycle,Together,26850,f,France,90505
9058,1955,Graduation,Widow,79800,m,Finland,93601
5057,1961,Master,Married,61794,f,France,93687
254,1955,Graduation,Together,53863,m,Germany,95501
4179,1959,Graduation,Together,24221,m,France,99998
3710,1984,PhD,Single,39684,f,Greece,94582
7627,1975,Master,Married,92163,m,Ireland,94632
4501,1965,Master,Single,69882,f,France,99003
6424,1977,Graduation,Together,33178,m,Denmark,91759
3075,1972,PhD,Married,59973,f,Portugal,95464
4992,1975,Master,Together,17459,f,France,92300
5252,1969,Graduation,Divorced,23910,f,GreatBritain,95642
7444,1969,Master,Married,42169,f,Greece,98431
6919,1978,2n Cycle,Married,26224,f,Hungary,98378
3537,1981,Graduation,Together,31089,m,GreatBritain,97514
10277,1961,Graduation,Single,30081,m,Poland,96735
2453,1960,Graduation,Together,62807,f,Denmark,97437
7972,1955,Graduation,Single,72906,f,Spain,91552
895,1948,PhD,Married,61467,m,Hungary,99247
1177,1966,Master,Together,49618,m,Denmark,97315
7141,1986,Master,Single,21888,f,Greece,94970
7232,1973,Graduation,Widow,42429,f,France,96314
8477,1956,Graduation,Divorced,26150,f,Spain,91568
2457,1975,Basic,Married,30801,m,Poland,96185
988,1965,Graduation,Married,81168,f,GreatBritain,94508
7930,1969,Master,Single,26877,f,Italy,93972
4587,1944,Master,Widow,45006,m,Ireland,97995
6682,1973,Basic,Married,18978,f,Ireland,93241
6222,1967,Graduation,Married,22574,m,Austria,94454
10299,1969,PhD,Single,48240,m,France,98669
3083,1974,Graduation,Married,45837,f,GreatBritain,98926
8953,1965,Master,Single,35791,m,Ireland,97866
1503,1976,PhD,Together,162397,m,Austria,99157
8650,1978,Graduation,Widow,54162,m,Germany,96509
10862,1960,Master,Married,30522,f,Finland,95973
2782,1961,PhD,Married,54456,m,France,93258
6941,1971,Graduation,Single,31632,f,Ireland,90602
10972,1949,Graduation,Widow,72298,f,Greece,92822
10708,1978,2n Cycle,Single,36975,m,Greece,93394
6583,1955,2n Cycle,Married,72635,m,Germany,96546
3641,1976,Graduation,Married,13624,f,GreatBritain,93769
10156,1975,Graduation,Single,84196,f,Ireland,90536
4299,1960,Graduation,Together,70971,m,Spain,92677
3469,1977,PhD,Divorced,34487,m,France,91803
5063,1977,Graduation,Single,28769,m,Ireland,98691
10727,1970,PhD,Married,69084,m,Germany,90441
9624,1958,PhD,Together,65488,m,Poland,92775
5156,1970,2n Cycle,Married,62466,m,Greece,91468
4376,1960,2n Cycle,Single,32218,f,Hungary,92229
8923,1973,Graduation,Single,83917,m,France,98399
8461,1962,Graduation,Divorced,46102,f,Ireland,94496
6945,1952,Graduation,Single,84574,m,France,94847
944,1962,Graduation,Married,56181,m,Hungary,96572
1907,1950,Master,Divorced,63120,f,Spain,92074
701,1971,Graduation,Married,73691,f,GreatBritain,94008
3856,1960,Graduation,Together,63381,m,Austria,92592
4149,1948,PhD,Together,76140,f,Greece,91632
2131,1959,PhD,Divorced,62859,m,France,94880
2942,1964,Graduation,Single,45906,m,Hungary,98868
1173,1947,Master,Together,77632,m,Austria,97879
4381,1971,PhD,Married,46463,m,Portugal,98956
4611,1970,Graduation,Together,105471,f,France,92203
3376,1970,Master,Divorced,55282,m,Greece,98014
4679,1977,Master,Married,78710,m,Germany,94084
10928,1958,Graduation,Together,66886,f,France,93762
4248,1960,Master,Single,98777,f,Spain,92762
6728,1985,Graduation,Together,29103,m,Denmark,97217
6661,1974,Graduation,Married,67445,m,Spain,91534
4725,1950,PhD,Together,50616,m,Poland,95940
3277,1955,Graduation,Divorced,49431,f,Germany,95806
5555,1975,Graduation,Divorced,153924,f,GreatBritain,97018
2564,1953,Graduation,Together,61278,f,France,94191
946,1958,2n Cycle,Together,26490,m,Poland,96518
3867,1947,PhD,Together,73059,m,France,99529
6940,1966,PhD,Single,46734,m,France,95223
55,1963,Graduation,Together,56253,f,Greece,92792
7093,1985,Graduation,Married,19986,m,Italy,99600
5084,1975,Graduation,Widow,58330,m,Portugal,90897
1777,1980,Basic,Married,25965,m,Germany,91237
8162,1956,Master,Together,14661,f,Greece,91016
10826,1959,Graduation,Married,18690,m,Germany,93861
8754,1974,PhD,Together,45068,f,Greece,94589
1987,1987,Basic,Single,21063,m,Austria,95206
11007,1968,PhD,Married,29187,f,Italy,90887
7426,1971,2n Cycle,Married,54690,f,Portugal,93218
9153,1964,PhD,Married,59304,f,Italy,90811
10379,1962,Master,Single,59247,m,Spain,94688
9204,1970,Graduation,Widow,66731,m,Finland,91173
3197,1980,Graduation,Married,77353,f,Poland,93862
2920,1975,PhD,Single,52614,m,Ireland,98498
6961,1974,Graduation,Married,26751,f,Portugal,98566
4673,1963,PhD,Married,81300,m,Finland,91396
9937,1979,Graduation,Single,70337,f,Greece,90153
8779,1985,2n Cycle,Married,36145,m,Ireland,95810
9596,1980,PhD,Single,65295,m,Italy,97628
2891,1963,Graduation,Divorced,68118,f,Denmark,98509
4910,1967,Graduation,Divorced,68743,m,Finland,93169
75,1982,2n Cycle,Together,41039,f,Greece,92186
10120,1955,Graduation,Together,38946,f,Poland,97906
6327,1967,Graduation,Together,65777,m,Finland,93440
10142,1976,PhD,Divorced,66476,f,Poland,98990
9826,1972,PhD,Single,86857,f,Hungary,94412
1501,1982,PhD,Married,160803,m,France,95724
10767,1989,PhD,Together,77845,f,Greece,95895
7279,1969,PhD,Together,69476,m,Finland,95197
7230,1960,PhD,Divorced,50611,f,Italy,91380
143,1970,Graduation,Single,61209,m,France,92881
450,1958,Master,Together,42315,m,GreatBritain,98907
9316,1952,Basic,Together,13084,f,GreatBritain,97684
6379,1949,Master,Widow,47570,f,GreatBritain,93625
9239,1961,Master,Married,61923,f,Hungary,92404
8315,1995,Graduation,Single,34824,f,Denmark,91552
2868,1949,PhD,Single,26518,f,Portugal,92679
10888,1961,Graduation,Single,45938,f,Germany,93393
1277,1960,Graduation,Together,78468,f,France,99962
9977,1973,Graduation,Divorced,78901,f,Spain,96104
10196,1978,Graduation,Married,71427,m,Ireland,96645
6384,1978,Graduation,Divorced,71022,f,Greece,94497
8029,1988,Master,Single,90247,m,Spain,99003
968,1968,Master,Divorced,41335,m,Germany,97006
6988,1986,Graduation,Married,71952,m,GreatBritain,90369
4472,1970,PhD,Divorced,35682,m,Spain,91269
6991,1951,Graduation,Divorced,43185,m,France,97427
3336,1948,PhD,Together,66375,m,GreatBritain,90783
4301,1971,Master,Married,35178,f,Poland,91006
1940,1986,Graduation,Married,25252,f,Denmark,91862
1272,1965,Master,Single,55250,f,Hungary,91344
1388,1975,Graduation,Single,33249,m,Hungary,93535
1044,1953,Graduation,Together,58398,f,Germany,93624
6969,1982,Graduation,Together,50272,m,Greece,94688
10479,1975,PhD,Married,76618,f,Finland,95511
3619,1960,2n Cycle,Divorced,87305,m,France,96387
1715,1978,Graduation,Together,25851,f,Denmark,96474
10159,1970,Graduation,Divorced,58710,f,Denmark,95611
1463,1958,Graduation,Single,45160,f,Germany,96041
5114,1965,Master,Married,74806,m,Portugal,99067
4990,1954,Graduation,Married,59111,f,France,98024
4329,1984,PhD,Married,18988,f,Ireland,91112
10936,1965,Graduation,Married,72190,m,Germany,94816
4692,1976,Graduation,Married,7500,f,Spain,97394
7212,1966,Graduation,Married,44794,f,Portugal,96324
6086,1955,Graduation,Married,80395,m,Italy,94638
437,1976,Master,Divorced,75012,f,Poland,91320
11171,1965,Master,Married,56962,f,Ireland,90678
11101,1991,Graduation,Together,89891,m,Germany,97124
5329,1949,PhD,Divorced,35946,m,Finland,98152
610,1953,PhD,Together,53593,m,Poland,97231
9384,1978,Graduation,Married,66373,m,Finland,92232
5956,1948,PhD,Divorced,45072,f,France,95471
10430,1973,Graduation,Divorced,89694,f,Denmark,99582
7875,1949,Graduation,Married,72025,f,Portugal,94608
7072,1973,Graduation,Married,67432,f,Spain,96091
6255,1952,Master,Together,70545,f,Ireland,92954
6516,1989,Basic,Married,17487,m,Germany,91598
5564,1969,Graduation,Together,62882,f,Poland,97029
5682,1953,PhD,Single,64108,f,Italy,99892
7458,1956,Master,Together,34941,f,Austria,94023
5237,1950,PhD,Single,48767,f,Greece,94087
7761,1978,2n Cycle,Together,38702,m,France,93792
5278,1964,Graduation,Married,82224,m,Greece,92276
3560,1952,Graduation,Together,83844,f,Poland,91638
7235,1975,2n Cycle,Married,17003,m,Denmark,94496
10548,1995,Graduation,Single,71163,m,Greece,93636
2281,1970,Graduation,Single,33697,m,Austria,99204
4073,1954,2n Cycle,Married,63564,m,France,90907
6974,1972,PhD,Together,83443,m,Portugal,95455
7938,1958,PhD,Together,51518,f,Germany,92674
7094,1975,Graduation,Widow,58330,f,Hungary,90642
3667,1969,Graduation,Married,80952,f,Ireland,97394
7723,1979,Graduation,Together,75507,m,Austria,90168
3870,1978,2n Cycle,Together,63855,m,Greece,96402
4012,1972,PhD,Together,62220,f,Hungary,96383
5909,1964,Graduation,Married,58512,m,Spain,97536
10470,1979,Master,Married,40662,m,Ireland,96413
6488,1959,PhD,Married,38829,m,Italy,95121
10270,1981,2n Cycle,Married,35523,f,Germany,96070
6887,1967,Graduation,Single,79146,f,Portugal,98313
6406,1988,Master,Married,78285,m,Ireland,93943
7573,1978,PhD,Single,31626,m,Denmark,90716
4508,1952,Graduation,Single,75127,f,Ireland,98284
221,1955,Graduation,Married,48726,m,France,96807
5331,1977,Graduation,Married,74985,f,Austria,92655
1911,1987,Graduation,Together,67430,f,Denmark,97194
20,1965,2n Cycle,Married,46891,f,Italy,92624
8786,1956,Master,Married,62058,f,Italy,93681
10582,1979,Graduation,Married,72063,f,Germany,91130
1915,1951,PhD,Married,78939,f,Greece,91235
8897,1965,Graduation,Single,42720,m,Portugal,98248
2371,1972,Graduation,Married,33622,m,Austria,91399
4303,1957,PhD,Together,6835,f,Hungary,99405
6825,1953,Graduation,Together,41452,f,Finland,93304
1072,1965,PhD,Single,40760,f,Portugal,91055
4964,1958,PhD,Together,74250,f,Italy,91139
2461,1955,Master,Single,51124,f,Spain,94011
10736,1971,Graduation,Single,72258,f,Finland,94729
3194,1974,PhD,Single,71466,f,Italy,95147
10839,1976,Graduation,Together,36283,m,Greece,92338
49,1970,Graduation,Single,20587,f,Poland,97694
4290,1972,Graduation,Married,30467,f,Hungary,96745
10219,1972,Graduation,Together,31590,f,Spain,90118
4211,1986,Basic,Married,20425,f,GreatBritain,90037
1135,1960,Master,Together,17144,m,Poland,95331
6299,1968,PhD,Divorced,42564,f,GreatBritain,93849
10846,1978,Master,Married,43783,f,Ireland,90327
347,1976,Graduation,Divorced,40780,f,Denmark,93133
6543,1945,Master,Together,62847,f,Italy,97437
10446,1957,PhD,Married,82017,f,GreatBritain,91650
3479,1950,Graduation,Single,16813,f,Denmark,96445
11075,1978,Graduation,Married,51267,f,Spain,98779
4442,1961,Graduation,Single,46524,m,Italy,95259
199,1962,Master,Single,45183,m,Portugal,92542
6722,1954,PhD,Married,70421,f,Poland,98063
796,1965,2n Cycle,Divorced,60161,f,Hungary,93981
3749,1973,Graduation,Together,73926,f,GreatBritain,98754
8523,1968,Graduation,Married,19329,m,France,96108
310,1970,Master,Married,61872,f,Finland,93373
8629,1956,Graduation,Widow,46984,f,Italy,93615
236,1951,Graduation,Married,34838,m,Germany,91857
9930,1944,PhD,Single,82716,m,Ireland,90894
3483,1958,Graduation,Married,48192,m,Finland,94490
4599,1976,Master,Married,49681,f,Hungary,97672
7326,1971,Master,Married,56850,f,Greece,94861
7352,1957,Graduation,Married,55267,f,Hungary,91701
2350,1972,Graduation,Married,59666,m,Portugal,90375
9145,1972,Graduation,Single,72504,m,Hungary,96909
2964,1981,Graduation,Married,26872,m,Greece,94837
5585,1972,Graduation,Single,21359,f,Germany,94293
9687,1975,Graduation,Single,73170,f,Ireland,99268
3732,1955,Master,Married,52750,m,Greece,96952
6303,1986,PhD,Together,91820,m,Greece,93043
11176,1970,PhD,Together,65968,m,GreatBritain,90280
2986,1976,Graduation,Married,30772,m,Hungary,91431
7462,1954,Graduation,Single,22507,f,Poland,93033
3900,1972,Graduation,Married,65685,m,Germany,98685
7034,1978,2n Cycle,Married,25804,f,France,97241
9493,1980,PhD,Single,76412,m,Ireland,93903
1143,1972,Graduation,Married,22063,f,Poland,94951
1,1961,Graduation,Single,57091,m,Denmark,97812
3855,1963,Graduation,Married,22419,m,Ireland,96980
5536,1959,Graduation,Together,87771,f,GreatBritain,95978
5989,1959,2n Cycle,Divorced,78353,f,Poland,97814
9499,1954,Graduation,Married,93404,m,Poland,93716
6768,1962,Graduation,Divorced,37859,m,Hungary,91298
2150,1958,PhD,Widow,80995,f,Germany,97330
6646,1984,Graduation,Together,16529,f,France,93571
4887,1976,PhD,Divorced,55412,f,Germany,97018
8560,1992,Graduation,Single,48789,f,GreatBritain,96639
3321,1967,PhD,Together,56575,m,Finland,94075
11003,1980,2n Cycle,Together,25130,m,Poland,99076
10402,1967,Graduation,Married,35441,f,Poland,99922
9904,1956,Graduation,Married,71391,m,France,97884
6141,1972,Master,Single,49494,f,Hungary,98433
5687,1980,Graduation,Divorced,81702,f,Poland,95772
10856,1980,2n Cycle,Single,45889,f,Spain,93919
5121,1977,Graduation,Single,56628,f,Spain,92995
4186,1950,Graduation,Together,34026,m,Spain,95467
368,1974,Graduation,Married,40049,m,Italy,90932
3312,1988,Graduation,Single,34176,f,GreatBritain,91722
11121,1981,Graduation,Married,19419,f,Portugal,99808
5332,1960,2n Cycle,Married,82504,f,GreatBritain,91560
5848,1970,Graduation,Together,81205,m,Portugal,98428
10343,1991,2n Cycle,Single,61618,f,Ireland,94072
5935,1956,Master,Single,55284,f,Austria,96780
2895,1963,Graduation,Single,49980,m,Austria,98846
10262,1980,Graduation,Married,15072,m,France,92538
7848,1974,Graduation,Single,49166,f,Denmark,99991
9477,1954,PhD,Married,65324,f,Portugal,99012
4856,1957,2n Cycle,Married,82347,f,France,90283
7186,1966,PhD,Together,30843,m,GreatBritain,92953
5794,1974,PhD,Married,46374,f,Austria,97731
1456,1979,Graduation,Single,60474,m,Greece,97013
4877,1973,Master,Married,38576,f,Finland,96540
425,1985,Graduation,Married,55357,f,Germany,94803
3007,1966,Graduation,Together,37758,m,Greece,99146
1031,1989,2n Cycle,Married,85710,m,GreatBritain,98362
4297,1969,Graduation,Together,23228,m,Hungary,95813
807,1969,Master,Together,44602,f,Greece,98106
9553,1987,Graduation,Married,7500,m,Hungary,96387
4271,1989,2n Cycle,Together,38683,m,Finland,99086
4120,1975,2n Cycle,Single,49514,f,Portugal,91861
2036,1973,PhD,Together,57906,m,France,96676
115,1966,Master,Single,43456,f,Portugal,92514
4259,1986,Master,Single,19485,f,Portugal,90295
8687,1978,Graduation,Together,53172,m,Germany,90032
2447,1979,Graduation,Together,30545,m,Finland,95748
10140,1983,PhD,Together,70123,m,Greece,99049
9353,1959,Graduation,Single,62450,f,Germany,99872
3623,1976,Graduation,Together,21675,f,GreatBritain,99053
738,1981,2n Cycle,Single,42395,f,Denmark,90628
7631,1978,Master,Together,61346,f,Portugal,94253
4789,1953,Graduation,Together,80812,m,Hungary,92590
773,1971,Master,Divorced,42835,f,Poland,98907
10602,1983,Graduation,Married,39922,f,GreatBritain,94758
1446,1956,Master,Single,86424,f,France,93496
3270,1978,2n Cycle,Together,17117,f,Portugal,93678
8443,1972,Graduation,Single,24762,m,Spain,93282
9653,1975,Graduation,Married,35797,m,Hungary,90823
8916,1975,Graduation,Divorced,36627,f,France,99118
8017,1981,2n Cycle,Married,51111,m,Finland,90012
5830,1972,PhD,Single,86857,f,Italy,94177
4597,1970,PhD,Together,82072,m,Ireland,91245
7023,1953,PhD,Single,46231,m,GreatBritain,91730
8086,1959,Graduation,Married,42243,f,GreatBritain,94704
8825,1962,Graduation,Together,51195,m,Ireland,90525
2930,1978,Master,Single,68092,f,Finland,97553
1928,1973,Graduation,Married,31814,f,Hungary,98221
7108,1965,Master,Widow,51390,f,Greece,96518
10925,1983,Graduation,Married,76630,f,Italy,93646
9960,1991,Basic,Single,26868,f,Germany,96623
8800,1943,PhD,Divorced,48948,m,Italy,98462
9224,1972,PhD,Single,55260,m,Poland,90542
5519,1956,Graduation,Together,64090,m,Spain,95071
5046,1958,Graduation,Divorced,78331,m,Germany,90042
7037,1974,PhD,Married,37087,f,Germany,95840
905,1986,Graduation,Divorced,21846,f,France,94176
8624,1958,Graduation,Married,81320,m,Germany,97295
8945,1970,Graduation,Divorced,54137,f,GreatBritain,95141
6445,1967,Graduation,Together,66825,m,Poland,93805
2727,1973,Graduation,Together,57100,f,Poland,97019
6404,1969,Graduation,Together,58917,m,Spain,99005
11074,1977,Graduation,Single,85072,m,GreatBritain,90203
10150,1961,Graduation,Single,86429,m,Denmark,99970
1968,1971,Graduation,Widow,45684,m,Finland,90782
6534,1974,Graduation,Together,47889,m,Germany,90186
9485,1986,PhD,Married,45921,f,Austria,91802
7053,1966,PhD,Single,78420,f,Ireland,92401
4654,1992,Graduation,Together,75114,f,Germany,91989
9760,1963,PhD,Widow,52278,m,Austria,90379
1048,1972,Master,Married,35641,m,Spain,90373
10619,1994,Graduation,Single,95529,m,Poland,97611
9308,1954,Graduation,Married,62820,f,Ireland,99417
10505,1960,Master,Together,73113,f,Italy,91804
8362,1982,PhD,Married,84169,f,Poland,91764
2625,1954,2n Cycle,Single,42607,m,Poland,96880
4637,1954,PhD,Single,74637,m,Denmark,90104
9972,1955,PhD,Together,46015,f,Spain,94540
4483,1993,Graduation,Single,72354,m,Italy,98405
4487,1969,Master,Single,39858,f,Denmark,99267
4988,1948,PhD,Married,34469,m,Denmark,92045
8931,1986,Graduation,Together,83033,m,Hungary,90148
5871,1979,Master,Together,24401,m,Portugal,91492
2008,1978,Graduation,Married,77583,m,Portugal,93520
3139,1982,2n Cycle,Single,74116,m,Finland,92505
10037,1993,Graduation,Single,74293,f,Portugal,99714
10673,1976,PhD,Married,68397,m,Spain,97429
5303,1974,PhD,Together,79632,m,France,91354
538,1989,Graduation,Single,46107,f,Poland,93648
7922,1951,PhD,Single,64950,m,GreatBritain,98726
5692,1989,Basic,Married,25443,m,Italy,96231
4843,1952,Graduation,Single,75127,f,GreatBritain,90653
6383,1971,PhD,Together,32892,f,Ireland,93933
1628,1971,Graduation,Together,71796,m,GreatBritain,93295
1204,1970,PhD,Married,67536,m,Finland,98835
3673,1971,Graduation,Single,55239,f,Italy,99667
760,1975,PhD,Divorced,60554,f,France,92702
8957,1952,2n Cycle,Single,64831,f,Portugal,90134
4128,1962,PhD,Together,56067,m,Finland,92594
6810,1983,Graduation,Divorced,82025,m,Hungary,96357
5386,1953,Graduation,Together,94384,f,Austria,97105
8700,1986,Basic,Single,14906,m,Germany,99188
3202,1987,PhD,Married,51563,f,Ireland,94133
1328,1982,2n Cycle,Married,57937,f,Greece,97366
8405,1979,Graduation,Divorced,68274,f,Greece,98405
6515,1977,Graduation,Together,39771,f,Greece,96359
2882,1975,2n Cycle,Divorced,67893,m,Spain,98650
7574,1979,PhD,Together,27922,f,Hungary,93127
6387,1976,PhD,Together,52190,m,Germany,99524
5320,1973,Master,Divorced,44051,f,Austria,90617
5048,1971,PhD,Single,42767,f,Ireland,95710
8146,1976,Master,Together,46106,m,France,92250
10031,1976,PhD,Married,16927,f,Spain,97777
5748,1965,Graduation,Married,59754,f,Hungary,91119
2134,1952,Graduation,Single,53700,f,Finland,92580
1523,1973,Graduation,Married,59041,m,GreatBritain,97121
9665,1957,PhD,Divorced,54237,f,Finland,91073
4640,1967,Graduation,Divorced,70647,m,Spain,93134
3635,1962,PhD,Single,52597,m,France,92586
3547,1969,Master,Together,41021,m,France,95094
2456,1975,PhD,Married,40233,f,Denmark,99030
5633,1980,Graduation,Married,50183,m,Hungary,94617
7801,1959,Graduation,Together,54753,m,Austria,98123
10489,1973,Graduation,Married,92955,f,Germany,98653
7011,1973,Graduation,Married,33471,f,Finland,97876
2620,1974,PhD,Married,34596,f,Portugal,95017
3933,1980,Graduation,Together,44010,f,Germany,91298
10981,1988,Graduation,Married,84219,f,Austria,91673
1734,1968,PhD,Together,40706,f,GreatBritain,96249
10995,1988,2n Cycle,Married,15716,m,Italy,95376
6357,1959,2n Cycle,Divorced,59052,f,Finland,97609
9209,1971,Master,Together,80573,f,Spain,94637
10286,1962,Graduation,Married,83715,f,Poland,96135
2611,1959,Master,Together,82576,m,Austria,90614
1600,1965,Master,Married,56962,f,France,91052
3308,1952,Graduation,Married,35704,f,Finland,95761
5407,1954,Graduation,Together,53103,m,Portugal,93749
2166,1960,2n Cycle,Widow,46779,m,Spain,92088
3955,1965,Graduation,Divorced,4861,f,France,98496
6634,1979,Master,Divorced,33462,m,Poland,95383
3056,1978,Graduation,Divorced,63693,m,France,91442
5718,1950,Graduation,Married,80763,m,Germany,98614
6872,1974,PhD,Married,65352,m,Portugal,91684
8164,1978,PhD,Married,82170,f,Poland,94111
4580,1969,Graduation,Married,75759,m,Portugal,96273
9305,1976,2n Cycle,Single,79689,m,Austria,90337
453,1956,PhD,Widow,35340,f,Spain,93451
8545,1954,Graduation,Divorced,85683,m,Ireland,97441
9850,1972,2n Cycle,Married,24884,f,Poland,95290
7378,1981,Master,Together,42021,f,GreatBritain,98440
7646,1989,Graduation,Single,64449,m,Hungary,96480
1640,1954,Graduation,Divorced,64587,f,France,95063
5184,1995,Graduation,Single,34824,f,Italy,92794
8492,1978,Graduation,Together,75437,f,Finland,98496
11188,1957,Graduation,Together,26091,f,Spain,97661
1212,1973,Graduation,Married,52845,m,Austria,99804
9097,1956,Graduation,Divorced,46086,m,Finland,92261
10473,1956,PhD,Widow,78028,m,Ireland,95743
7962,1987,PhD,Single,95169,m,Denmark,96636
9984,1981,2n Cycle,Married,56337,f,Hungary,93961
5527,1987,Graduation,Together,22434,m,Austria,99838
6374,1954,PhD,Married,36930,f,Italy,95591
7453,1954,Graduation,Single,36130,f,France,92768
8952,1953,Master,Married,65569,m,Italy,94505
241,1952,Graduation,Together,83844,m,GreatBritain,92736
8975,1968,Graduation,Married,19514,f,Austria,95044
6119,1963,PhD,Single,36736,f,Hungary,94810
5236,1979,Graduation,Together,77568,f,Ireland,90209
5723,1976,PhD,Together,49187,f,GreatBritain,95593
1710,1978,Graduation,Single,30168,f,Ireland,90264
1970,1968,Master,Together,34053,m,Hungary,91795
5313,1971,Master,Married,38196,m,Portugal,92404
10634,1951,Master,Married,59412,m,Poland,94364
7010,1965,2n Cycle,Married,70924,f,Finland,95780
8562,1969,Graduation,Together,54165,m,Finland,96798
3158,1973,Graduation,Married,32300,m,Spain,94889
4436,1976,Graduation,Single,20180,f,Germany,94049
5287,1973,Graduation,Married,34961,m,Spain,91531
2445,1974,PhD,Together,28440,f,GreatBritain,97190
6059,1953,PhD,Together,64504,f,Greece,90102
4550,1966,Master,Together,33564,m,Poland,91218
4240,1978,Graduation,Married,17345,f,Ireland,97345
8911,1967,PhD,Married,56320,f,France,94758
3706,1978,Graduation,Single,28647,f,Portugal,98059
3628,1987,Basic,Single,15038,m,France,90945
10175,1958,PhD,Divorced,32173,f,Italy,91225
8985,1964,2n Cycle,Together,68316,m,Germany,97465
5204,1971,Graduation,Together,74538,m,France,98803
9220,1971,Graduation,Single,91700,f,Italy,94328
9888,1969,Graduation,Together,68695,m,Germany,95573
5263,1977,2n Cycle,Married,31056,f,Austria,93449
1020,1973,Graduation,Married,79593,m,Greece,94091
9503,1980,Graduation,Single,28071,f,Greece,94712
10613,1958,PhD,Together,37334,m,Ireland,91803
67,1972,Master,Single,46423,f,Germany,94239
6019,1971,PhD,Married,37126,m,Finland,99129
5863,1953,Graduation,Married,47703,f,Denmark,96262
3717,1959,Graduation,Married,61180,m,Spain,93548
6730,1954,Graduation,Married,38998,m,Poland,95673
10749,1991,Graduation,Single,8028,m,Poland,91936
4998,1962,Graduation,Together,76081,f,Hungary,91453
6287,1986,Graduation,Together,34728,m,Finland,91326
5985,1965,Master,Single,33168,m,France,99988
4754,1966,Master,Married,33585,f,Denmark,99008
4002,1960,PhD,Married,77037,m,Portugal,95784
8870,1984,Graduation,Together,35196,f,GreatBritain,92432
966,1966,Graduation,Married,44529,f,Spain,97276
4767,1965,2n Cycle,Married,70924,m,GreatBritain,99518
9725,1966,PhD,Together,28764,m,Germany,96188
4475,1949,PhD,Married,69098,f,Poland,93934
5740,1970,2n Cycle,Divorced,25959,f,Spain,99127
5731,1983,Master,Married,27100,m,GreatBritain,95287
7290,1985,Graduation,Single,70596,m,Poland,90969
3846,1974,Graduation,Married,42557,f,Spain,90875
8104,1951,PhD,Married,53312,f,Hungary,90779
4507,1952,Graduation,Single,72228,m,Spain,97581
11013,1987,Graduation,Together,67605,m,Finland,98568
4491,1949,Master,Married,62845,m,Austria,94315
3759,1958,Graduation,Together,65196,f,France,90670
1162,1987,PhD,Single,42000,f,Greece,92220
2055,1973,PhD,Divorced,35860,m,GreatBritain,90421
10766,1964,PhD,Married,65526,f,Denmark,97076
4415,1961,Graduation,Married,16860,m,Portugal,94760
3005,1992,Graduation,Single,83528,f,Austria,93554
2223,1965,2n Cycle,Divorced,64176,f,Greece,90580
4817,1956,Graduation,Divorced,22304,f,Finland,93120
2875,1978,Graduation,Married,67023,f,Portugal,91945
10536,1971,PhD,Together,32892,m,Ireland,95569
11112,1966,Graduation,Together,70713,m,Italy,99679
3807,1955,Graduation,Together,59925,f,Poland,96874
9197,1953,Graduation,Married,39722,m,GreatBritain,93838
10832,1958,Graduation,Together,46610,f,Poland,93470
6421,1961,Graduation,Together,88347,f,Ireland,94082
4207,1981,PhD,Married,87171,f,Greece,91562
577,1976,2n Cycle,Together,26907,m,Spain,95303
10855,1968,Master,Single,50014,f,Greece,98650
